State,City,percent_completed_hs,poverty_rate,Median Income,Lat,Lng,cityarea,city_name,city_type,county
NC,East Bend town,84.8,7.8,41146,36.216527899999996,-80.512558,East Bend town,East Bend,town,
NC,East Flat Rock CDP,74.1,28.7,26193,35.2801166,-82.42206309999999,East Flat Rock CDP,East Flat Rock,CDP,
NC,East Laurinburg town,74.4,29.5,28214,34.7679593,-79.4464792,East Laurinburg town,East Laurinburg,town,
NC,Eastover town,83.6,9,41627,35.0965534,-78.7839112,Eastover town,Eastover,town,
NC,East Rockingham CDP,73.5,45.9,23902,34.9079491,-79.7568107,East Rockingham CDP,East Rockingham,CDP,
NC,East Spencer town,76.7,54.5,14803,35.6818059,-80.4322801,East Spencer town,East Spencer,town,
NC,Eden city,79.2,28.5,28960,36.4884715,-79.7667026,Eden city,Eden,city,
NC,Edenton town,79.1,39.9,25601,36.057938,-76.6077213,Edenton town,Edenton,town,
NC,Edneyville CDP,76.4,21.1,35795,35.390271999999996,-82.3400046,Edneyville CDP,Edneyville,CDP,
NC,Efland CDP,99.1,2.4,52736,36.0811881,-79.16903149999999,Efland CDP,Efland,CDP,
NC,Elizabeth City city,80.5,29.8,30803,36.2946008,-76.2510461,Elizabeth City city,Elizabeth City,city,
NC,Elizabethtown town,79.2,41.2,23544,34.6293372,-78.6052899,Elizabethtown town,Elizabethtown,town,
NC,Elkin town,80.5,17.4,38389,36.2443012,-80.8484043,Elkin town,Elkin,town,
NC,Elk Park town,79.9,25.1,27240,36.157346399999994,-81.9781722,Elk Park town,Elk Park,town,
NC,Ellenboro town,72.7,38.1,37321,35.329012799999994,-81.75871059999999,Ellenboro town,Ellenboro,town,
NC,Ellerbe town,81,27.4,26875,35.0712608,-79.76143950000001,Ellerbe town,Ellerbe,town,
NC,Elm City town,74.8,25.8,35208,35.8065455,-77.863315,Elm City town,Elm City,town,
NC,Elon town,94.2,17.1,44484,36.09827620000001,-79.5115433,Elon town,Elon,town,
NC,Elrod CDP,82.6,37.3,20139,34.614051700000005,-79.24198359999998,Elrod CDP,Elrod,CDP,
NC,Elroy CDP,81,27.8,32770,35.34266229999999,-77.9085948,Elroy CDP,Elroy,CDP,
NC,Emerald Isle town,96,10.8,62331,34.6779399,-76.95077619999999,Emerald Isle town,Emerald Isle,town,
NC,Enfield town,64,44,21449,36.180986499999996,-77.6666415,Enfield town,Enfield,town,
NC,Engelhard CDP,66.4,48.3,(X),35.5096699,-75.99612590000001,Engelhard CDP,Engelhard,CDP,
NC,Enochville CDP,78.7,16.5,44400,35.529860799999994,-80.66812409999999,Enochville CDP,Enochville,CDP,
NC,Erwin town,81.4,22.2,35170,35.3268292,-78.676128,Erwin town,Erwin,town,
NC,Etowah CDP,93,10,41746,35.317615100000005,-82.59428929999999,Etowah CDP,Etowah,CDP,
NC,Eureka town,86.4,14.6,32222,35.54266,-77.8763717,Eureka town,Eureka,town,
NC,Everetts town,78.9,24.8,27708,35.8348814,-77.1735714,Everetts town,Everetts,town,
NC,Evergreen CDP,77.5,25.8,(X),34.408195500000005,-78.90102159999999,Evergreen CDP,Evergreen,CDP,
NC,Fair Bluff town,77.8,29,22917,34.31349960000001,-79.03725440000001,Fair Bluff town,Fair Bluff,town,
NC,Fairfield CDP,74.7,6.9,36375,35.5410985,-76.22435300000001,Fairfield CDP,Fairfield,CDP,
NC,Fairfield Harbour CDP,99.1,2.3,62998,35.0765492,-76.963555,Fairfield Harbour CDP,Fairfield Harbour,CDP,
NC,Fairmont town,76.5,47.7,19792,34.4968311,-79.114202,Fairmont town,Fairmont,town,
NC,Fairplains CDP,68.3,26.3,27847,36.198848,-81.1609679,Fairplains CDP,Fairplains,CDP,
NC,Fairview CDP,95.3,5.4,53199,35.5140058,-82.39595109999999,Fairview CDP,Fairview,CDP,
NC,Fairview town,91.1,10.9,55833,35.5140058,-82.39595109999999,Fairview town,Fairview,town,
NC,Faison town,68.3,20.1,37083,35.116276299999996,-78.13610329999999,Faison town,Faison,town,
NC,Faith town,89.9,18.3,44896,35.587084000000004,-80.4628385,Faith town,Faith,town,
NC,Falcon town,88.6,1.5,44375,35.1898867,-78.6483498,Falcon town,Falcon,town,
NC,Falkland town,72.2,30.5,(X),35.6993257,-77.5130257,Falkland town,Falkland,town,
NC,Fallston town,87.4,15,46023,35.4290205,-81.5014787,Fallston town,Fallston,town,
NC,Farmville town,85.3,20.1,33595,35.5954381,-77.5852496,Farmville town,Farmville,town,
NC,Fayetteville city,91.2,18.4,43630,35.0526641,-78.87835849999999,Fayetteville city,Fayetteville,city,
NC,Fearrington Village CDP,98,2.7,71037,35.8038014,-79.0789811,Fearrington Village CDP,Fearrington Village,CDP,
NC,Five Points CDP,89.7,1,82743,35.0168289,-79.3608703,Five Points CDP,Five Points,CDP,
NC,Flat Rock village,99,4.8,66813,35.271228,-82.441508,Flat Rock village,Flat Rock,village,
NC,Flat Rock CDP,64.1,26.9,24496,35.271228,-82.441508,Flat Rock CDP,Flat Rock,CDP,
NC,Fletcher town,94.3,6.8,52888,35.430671200000006,-82.5012316,Fletcher town,Fletcher,town,
NC,Fontana Dam town,-,-,-,35.435643299999995,-83.81906500000001,Fontana Dam town,Fontana Dam,town,
NC,Forest City town,73.9,34,26770,35.334010799999994,-81.86510279999999,Forest City town,Forest City,town,
NC,Forest Hills village,100,24.7,66250,35.297321999999994,-83.1934785,Forest Hills village,Forest Hills,village,
NC,Forest Oaks CDP,96.5,8.7,70810,35.9881911,-79.70613829999999,Forest Oaks CDP,Forest Oaks,CDP,
NC,Foscoe CDP,90.5,19.8,45694,36.161795,-81.7656647,Foscoe CDP,Foscoe,CDP,
NC,Fountain town,65.5,32,21324,35.6740477,-77.63997409999999,Fountain town,Fountain,town,
NC,Four Oaks town,71.8,33.2,28457,35.444883600000004,-78.4269489,Four Oaks town,Four Oaks,town,
NC,Foxfire village,96,2.6,57083,35.175431200000006,-79.57142579999999,Foxfire village,Foxfire,village,
NC,Franklin town,80.8,35.9,26923,35.182317100000006,-83.3815429,Franklin town,Franklin,town,
NC,Franklinton town,73,35.8,31811,36.101816299999996,-78.4580543,Franklinton town,Franklinton,town,
NC,Franklinville town,67,33.1,27417,35.743748499999995,-79.6922501,Franklinville town,Franklinville,town,
NC,Fremont town,80.2,22.1,29375,35.545437799999995,-77.97470859999999,Fremont town,Fremont,town,
NC,Frisco CDP,92.6,15.3,(X),35.229855900000004,-75.63248759999999,Frisco CDP,Frisco,CDP,
NC,Fruitland CDP,75.3,28.1,26183,35.396389899999996,-82.39333,Fruitland CDP,Fruitland,CDP,
NC,Fuquay-Varina town,91,11.3,64846,35.584323499999996,-78.8000128,Fuquay-Varina town,Fuquay-Varina,town,
NC,Gamewell town,80.6,17.8,35979,35.869297100000004,-81.5962082,Gamewell town,Gamewell,town,
NC,Garland town,66.4,30.4,20625,34.7862819,-78.3941689,Garland town,Garland,town,
NC,Garner town,91.7,11.2,58825,35.7112642,-78.6141709,Garner town,Garner,town,
NC,Garysburg town,81.7,34.8,25833,36.450984999999996,-77.5588661,Garysburg town,Garysburg,town,
NC,Gaston town,67.5,26.5,28646,36.5004281,-77.6449804,Gaston town,Gaston,town,
NC,Gastonia city,83.2,20.8,40432,35.262082,-81.1873005,Gastonia city,Gastonia,city,
NC,Gatesville town,90.4,15.6,52250,36.40348779999999,-76.7530098,Gatesville town,Gatesville,town,
NC,Germanton CDP,78.9,12.5,60625,36.2626151,-80.2309871,Germanton CDP,Germanton,CDP,
NC,Gerton CDP,94.5,5.1,(X),35.4792846,-82.34817149999999,Gerton CDP,Gerton,CDP,
NC,Gibson town,78.4,50.8,18500,34.7590477,-79.6106104,Gibson town,Gibson,town,
NC,Gibsonville town,87.7,12.1,52044,36.105691,-79.54224609999999,Gibsonville town,Gibsonville,town,
NC,Glen Alpine town,81.9,12.8,43698,35.7290167,-81.7792661,Glen Alpine town,Glen Alpine,town,
NC,Glen Raven CDP,81.7,21.3,43383,36.1256989,-79.467576,Glen Raven CDP,Glen Raven,CDP,
NC,Glenville CDP,100,62.5,(X),35.1683575,-83.12776629999999,Glenville CDP,Glenville,CDP,
NC,Gloucester CDP,89.3,13.4,47933,34.7262735,-76.5410354,Gloucester CDP,Gloucester,CDP,
NC,Godwin town,92.3,20.7,35417,35.2176639,-78.68140749999999,Godwin town,Godwin,town,
NC,Goldsboro city,85.6,25.4,34598,35.3848841,-77.9927651,Goldsboro city,Goldsboro,city,
NC,Goldston town,84.1,16.5,39063,35.5932028,-79.32835390000001,Goldston town,Goldston,town,
NC,Gorman CDP,79.3,32.4,53844,36.0365336,-78.8233397,Gorman CDP,Gorman,CDP,
NC,Graham city,79.1,29.1,31906,36.0690258,-79.4005756,Graham city,Graham,city,
NC,Grandfather village,100,8.2,75000,36.099016299999995,-81.8476114,Grandfather village,Grandfather,village,
NC,Granite Falls town,77.6,20.2,43409,35.7965205,-81.4306457,Granite Falls town,Granite Falls,town,
NC,Granite Quarry town,93.4,14.6,48750,35.6123617,-80.4467263,Granite Quarry town,Granite Quarry,town,
NC,Grantsboro town,80,29.4,34821,35.1404424,-76.84243599999999,Grantsboro town,Grantsboro,town,
NC,Greenevers town,66.3,39.1,26042,34.8223896,-77.92692729999999,Greenevers town,Greenevers,town,
NC,Green Level town,76.9,41.3,26532,36.1209704,-79.34418609999999,Green Level town,Green Level,town,
NC,Greensboro city,88.7,19.3,41628,36.072635399999996,-79.79197540000001,Greensboro city,Greensboro,city,
NC,Greenville city,91.6,32.5,34435,35.612660999999996,-77.3663538,Greenville city,Greenville,city,
NC,Grifton town,87.3,24,34336,35.372662899999995,-77.4374641,Grifton town,Grifton,town,
NC,Grimesland town,83.5,36.4,31875,35.5634956,-77.1921806,Grimesland town,Grimesland,town,
NC,Grover town,85.4,13.5,34653,35.1745756,-81.4498097,Grover town,Grover,town,
NC,Gulf CDP,83.2,24.4,(X),35.558789600000004,-79.2828653,Gulf CDP,Gulf,CDP,
NC,Half Moon CDP,91.6,19.1,53150,34.8259963,-77.4594089,Half Moon CDP,Half Moon,CDP,
NC,Halifax town,92.7,8.5,48958,36.328486,-77.5894199,Halifax town,Halifax,town,
NC,Hallsboro CDP,85.2,38.5,37500,34.322317600000005,-78.5991436,Hallsboro CDP,Hallsboro,CDP,
NC,Hamilton town,65.5,15.1,22188,35.9446027,-77.2096844,Hamilton town,Hamilton,town,
NC,Hamlet city,82.6,27.5,36165,34.8848775,-79.69422220000001,Hamlet city,Hamlet,city,
NC,Hampstead CDP,95.8,11.4,64963,34.3675936,-77.7105482,Hampstead CDP,Hampstead,CDP,
NC,Harkers Island CDP,83.9,8.3,50078,34.6951628,-76.5593693,Harkers Island CDP,Harkers Island,CDP,
NC,Harmony town,68.3,19.4,32212,35.9556911,-80.77173459999999,Harmony town,Harmony,town,
NC,Harrells town,84.6,8.2,51250,34.7276701,-78.2011053,Harrells town,Harrells,town,
NC,Harrellsville town,92.3,25.4,47708,36.3026555,-76.7924532,Harrellsville town,Harrellsville,town,
NC,Harrisburg town,94.4,7.7,82628,35.3237528,-80.6559017,Harrisburg town,Harrisburg,town,
NC,Hassell town,100,47.4,20000,35.907936,-77.2785755,Hassell town,Hassell,town,
NC,Hatteras CDP,97.1,2,77583,35.2194549,-75.69034920000001,Hatteras CDP,Hatteras,CDP,
NC,Havelock city,94.9,13.6,47208,34.879049200000004,-76.9013301,Havelock city,Havelock,city,
NC,Haw River town,83.8,18.6,41658,36.091526,-79.3641862,Haw River town,Haw River,town,
NC,Hayesville town,85.8,25.9,29688,35.046200299999995,-83.8179527,Hayesville town,Hayesville,town,
NC,Hays CDP,76.9,24.9,33596,36.249854299999996,-81.11563879999999,Hays CDP,Hays,CDP,
NC,Hemby Bridge town,82.5,9.3,48977,35.1045279,-80.63001750000001,Hemby Bridge town,Hemby Bridge,town,
NC,Henderson city,69.5,33.8,23904,36.3295905,-78.3991638,Henderson city,Henderson,city,
NC,Hendersonville city,85.8,26.4,33937,35.3187279,-82.46095279999999,Hendersonville city,Hendersonville,city,
NC,Henrietta CDP,75.7,52.9,48929,35.2577813,-81.795928,Henrietta CDP,Henrietta,CDP,
NC,Hertford town,80.2,37.6,24559,36.190157899999996,-76.46605190000001,Hertford town,Hertford,town,
NC,Hickory city,84.3,17.5,43338,35.7344538,-81.3444573,Hickory city,Hickory,city,
NC,Hiddenite CDP,96,40.8,(X),35.9038065,-81.0905569,Hiddenite CDP,Hiddenite,CDP,
NC,Highlands town,96.5,5.6,58750,35.0525909,-83.19681729999999,Highlands town,Highlands,town,
NC,High Point city,84.9,21.7,42299,35.955692299999995,-80.0053176,High Point city,High Point,city,
NC,High Shoals city,72.4,35,28646,35.4026352,-81.2023016,High Shoals city,High Shoals,city,
NC,Hightsville CDP,81.4,26.4,35078,34.269613899999996,-77.9316542,Hightsville CDP,Hightsville,CDP,
NC,Hildebran town,81.8,28,41055,35.7140208,-81.4220334,Hildebran town,Hildebran,town,
NC,Hillsborough town,87.7,19,48632,36.075418299999995,-79.09973470000001,Hillsborough town,Hillsborough,town,
NC,Hobgood town,67.8,20.4,31667,36.02987879999999,-77.39774609999999,Hobgood town,Hobgood,town,
NC,Hobucken CDP,100,0,-,35.2455115,-76.5672066,Hobucken CDP,Hobucken,CDP,
NC,Hoffman town,69.2,33.2,23750,35.032378,-79.5475437,Hoffman town,Hoffman,town,
NC,Holden Beach town,96.9,7.5,71354,33.9135061,-78.3038892,Holden Beach town,Holden Beach,town,
NC,Hollister CDP,68,38.9,20192,36.256549299999996,-77.9433264,Hollister CDP,Hollister,CDP,
NC,Holly Ridge town,87.6,14.2,51111,34.495444799999994,-77.55496959999999,Holly Ridge town,Holly Ridge,town,
NC,Holly Springs town,96.1,2.5,94452,35.6512655,-78.8336218,Holly Springs town,Holly Springs,town,
NC,Hookerton town,76.3,22.6,30833,35.4251622,-77.58830390000001,Hookerton town,Hookerton,town,
NC,Hoopers Creek CDP,93.7,4.5,52244,35.4391399,-82.46674809999999,Hoopers Creek CDP,Hoopers Creek,CDP,
NC,Hope Mills town,91.1,13.4,49026,34.9704419,-78.9453056,Hope Mills town,Hope Mills,town,
NC,Horse Shoe CDP,95.1,9.7,62448,35.343020700000004,-82.5567205,Horse Shoe CDP,Horse Shoe,CDP,
NC,Hot Springs town,60.4,28.1,25147,35.892325299999996,-82.8290318,Hot Springs town,Hot Springs,town,
NC,Hudson town,88,14.1,44196,35.8484645,-81.4959267,Hudson town,Hudson,town,
NC,Huntersville town,95.4,5.1,90253,35.410694,-80.8428504,Huntersville town,Huntersville,town,
NC,Icard CDP,70.7,19.2,31167,35.7273539,-81.4706462,Icard CDP,Icard,CDP,
NC,Indian Beach town,100,11,86875,34.6865508,-76.895218,Indian Beach town,Indian Beach,town,
NC,Indian Trail town,92.5,8,66589,35.0768141,-80.6692352,Indian Trail town,Indian Trail,town,
NC,Ingold CDP,47.1,86.1,19157,34.8268367,-78.3472224,Ingold CDP,Ingold,CDP,
NC,Iron Station CDP,75.1,5.1,56833,35.441523700000005,-81.15618979999999,Iron Station CDP,Iron Station,CDP,
NC,Ivanhoe CDP,79.2,0,73800,34.5844589,-78.2419187,Ivanhoe CDP,Ivanhoe,CDP,
NC,JAARS CDP,96.7,23,49148,34.86376,-80.745901,JAARS CDP,JAARS,CDP,
NC,Jackson town,84.5,14.1,46094,36.3895976,-77.42136140000001,Jackson town,Jackson,town,
NC,Jackson Heights CDP,63.2,6.4,39432,35.225176,-77.633616,Jackson Heights CDP,Jackson Heights,CDP,
NC,Jacksonville city,92.3,14.3,40918,34.7540524,-77.43024140000001,Jacksonville city,Jacksonville,city,
NC,James City CDP,85,13.6,47729,35.088770700000005,-77.0349473,James City CDP,James City,CDP,
NC,Jamestown town,90.4,8,71648,35.9943032,-79.9353141,Jamestown town,Jamestown,town,
NC,Jamesville town,78.3,40.4,33125,35.8112719,-76.89661600000001,Jamesville town,Jamesville,town,
NC,Jefferson town,74.9,33.5,27174,36.420403,-81.4734376,Jefferson town,Jefferson,town,
NC,Jonesville town,68.5,40.1,21974,36.2393013,-80.8445152,Jonesville town,Jonesville,town,
NC,Kannapolis city,82.9,17.6,42854,35.487361299999996,-80.62173409999998,Kannapolis city,Kannapolis,city,
NC,Keener CDP,73.2,26.5,40417,35.1071107,-78.31861059999999,Keener CDP,Keener,CDP,
NC,Kelford town,65.2,34.9,21250,36.1796007,-77.2235757,Kelford town,Kelford,town,
NC,Kelly CDP,90.2,5.4,39493,34.4662797,-78.3244457,Kelly CDP,Kelly,CDP,
NC,Kenansville town,80.4,26.9,28448,34.9623883,-77.9622069,Kenansville town,Kenansville,town,
NC,Kenly town,72.2,31.3,27857,35.596270200000006,-78.12415909999999,Kenly town,Kenly,town,
NC,Kernersville town,89.8,14.1,48207,36.119858799999996,-80.07365329999999,Kernersville town,Kernersville,town,
NC,Kill Devil Hills town,94,11.2,51101,36.030722600000004,-75.67601009999998,Kill Devil Hills town,Kill Devil Hills,town,
NC,King city,89.1,9.1,52093,36.2806939,-80.35921970000001,King city,King,city,
NC,Kings Grant CDP,90,9.9,52553,34.26305429999999,-77.8653126,Kings Grant CDP,Kings Grant,CDP,
NC,Kings Mountain city,83.9,18.1,40939,35.2451342,-81.3411942,Kings Mountain city,Kings Mountain,city,
NC,Kingstown town,69,27.4,25170,35.3512389,-81.612316,Kingstown town,Kingstown,town,
NC,Kinston city,80.3,33.1,28060,35.2626635,-77.5816353,Kinston city,Kinston,city,
NC,Kittrell town,82.4,16,27639,36.2220919,-78.4377758,Kittrell town,Kittrell,town,
NC,Kitty Hawk town,97.2,6.9,55431,36.064610200000004,-75.70573459999999,Kitty Hawk town,Kitty Hawk,town,
NC,Knightdale town,91,6.9,64399,35.7876515,-78.4805563,Knightdale town,Knightdale,town,
NC,Kure Beach town,96.8,8.4,71750,33.9968399,-77.90720809999999,Kure Beach town,Kure Beach,town,
NC,La Grange town,81.4,15.4,26997,35.3068292,-77.7880337,La Grange town,La Grange,town,
NC,Lake Junaluska CDP,94,8.6,62054,35.5278815,-82.9595811,Lake Junaluska CDP,Lake Junaluska,CDP,
NC,Lake Lure town,95.8,8.8,59408,35.4278969,-82.2048343,Lake Lure town,Lake Lure,town,
NC,Lake Norman of Catawba CDP,90,3.9,69710,35.5868015,-80.9595203,Lake Norman of Catawba CDP,Lake Norman of Catawba,CDP,
NC,Lake Park village,96.1,5.5,67292,35.0862583,-80.6350681,Lake Park village,Lake Park,village,
NC,Lake Royale CDP,96.1,6.5,43433,35.966748700000004,-78.1970527,Lake Royale CDP,Lake Royale,CDP,
NC,Lake Santeetlah town,100,2.8,62500,35.363611299999995,-83.866328,Lake Santeetlah town,Lake Santeetlah,town,
NC,Lake Waccamaw town,83.9,18.6,55000,34.319057799999996,-78.5000088,Lake Waccamaw town,Lake Waccamaw,town,
NC,Landis town,86.3,18.6,45179,35.545694700000006,-80.6108998,Landis town,Landis,town,
NC,Lansing town,68.9,51,21875,36.4992896,-81.5109405,Lansing town,Lansing,town,
NC,Lasker town,82.7,1.6,44375,36.350153999999996,-77.30552409999999,Lasker town,Lasker,town,
NC,Lattimore town,88.8,19.6,37188,35.3181818,-81.6606513,Lattimore town,Lattimore,town,
NC,Laurel Hill CDP,85.3,15.1,33603,34.8098016,-79.5454637,Laurel Hill CDP,Laurel Hill,CDP,
NC,Laurel Park town,93.6,5.6,57083,35.3137282,-82.4934535,Laurel Park town,Laurel Park,town,
NC,Laurinburg city,80.2,33.3,28016,34.7740494,-79.4628248,Laurinburg city,Laurinburg,city,
NC,Lawndale town,82.8,21.4,31750,35.41401870000001,-81.5631474,Lawndale town,Lawndale,town,
NC,Leggett town,88,0,49375,35.9909889,-77.5830284,Leggett town,Leggett,town,
NC,Leland town,93.5,14.2,61374,34.2562805,-78.0447143,Leland town,Leland,town,
NC,Lenoir city,77,22.8,31063,35.9140196,-81.5389849,Lenoir city,Lenoir,city,
NC,Lewiston Woodville town,80.7,23.4,42639,36.1229347,-77.1766291,Lewiston Woodville town,Lewiston Woodville,town,
NC,Lewisville town,95.6,4.2,73013,36.0970819,-80.41922159999999,Lewisville town,Lewisville,town,
NC,Lexington city,69.9,29.9,28235,35.8240265,-80.2533838,Lexington city,Lexington,city,
NC,Liberty town,75.6,23.7,35398,35.8534705,-79.5716903,Liberty town,Liberty,town,
NC,Light Oak CDP,76.3,22.4,30721,35.2848527,-81.47675500000001,Light Oak CDP,Light Oak,CDP,
NC,Lilesville town,78,13.4,40074,34.9676535,-79.9845032,Lilesville town,Lilesville,town,
NC,Lillington town,80,27,27198,35.399327,-78.81585279999999,Lillington town,Lillington,town,
NC,Lincolnton city,78.6,28.6,32217,35.473745,-81.2545251,Lincolnton city,Lincolnton,city,
NC,Linden town,68.5,17.8,48958,35.2548851,-78.74724470000001,Linden town,Linden,town,
NC,Littleton town,70.2,34.5,30156,36.434593400000004,-77.91193170000001,Littleton town,Littleton,town,
NC,Locust city,87.9,13.2,52643,35.259865399999995,-80.4253425,Locust city,Locust,city,
NC,Long View town,70.9,28.6,29003,35.7292987,-81.383421,Long View town,Long View,town,
NC,Louisburg town,80.7,27.4,27072,36.0990393,-78.301106,Louisburg town,Louisburg,town,
NC,Love Valley town,68.3,12.6,38750,35.989855299999995,-80.9881319,Love Valley town,Love Valley,town,
NC,Lowell city,81.1,12.9,45737,35.267916299999996,-81.1028542,Lowell city,Lowell,city,
NC,Lowesville CDP,88.2,9.5,58650,35.4170805,-81.01118699999999,Lowesville CDP,Lowesville,CDP,
NC,Lowgap CDP,67.9,28,26250,36.5256862,-80.86729609999999,Lowgap CDP,Lowgap,CDP,
NC,Lucama town,74.9,36.7,35833,35.6454365,-78.0097099,Lucama town,Lucama,town,
NC,Lumber Bridge town,88.9,18.3,45625,34.8884971,-79.0722541,Lumber Bridge town,Lumber Bridge,town,
NC,Lumberton city,74.1,34.8,31245,34.6182199,-79.00864240000001,Lumberton city,Lumberton,city,
NC,McAdenville town,84.1,10.2,55625,35.259305600000005,-81.0753535,McAdenville town,McAdenville,town,
NC,Macclesfield town,75.1,22.6,31620,35.7521022,-77.6699752,Macclesfield town,Macclesfield,town,
NC,McDonald town,85,21.2,40000,34.554052500000004,-79.17559279999999,McDonald town,McDonald,town,
NC,McFarlan town,66,32.1,20750,34.8123776,-79.97589559999999,McFarlan town,McFarlan,town,
NC,McLeansville CDP,85.2,28.8,46023,36.1073575,-79.65863829999999,McLeansville CDP,McLeansville,CDP,
NC,Macon town,90.8,18.9,48750,36.4387585,-78.0838809,Macon town,Macon,town,
NC,Madison town,81.4,24.5,30345,36.385415,-79.959485,Madison town,Madison,town,
NC,Maggie Valley town,94.9,14.2,40227,35.5181575,-83.09764190000001,Maggie Valley town,Maggie Valley,town,
NC,Magnolia town,61.9,29.4,36750,34.89655629999999,-78.05415450000001,Magnolia town,Magnolia,town,
NC,Maiden town,76.5,18.1,48324,35.575688899999996,-81.2117473,Maiden town,Maiden,town,
NC,Mamers CDP,82.4,19.6,41582,35.41682479999999,-78.93335440000001,Mamers CDP,Mamers,CDP,
NC,Manns Harbor CDP,61.5,9.4,39718,35.8856041,-75.7615713,Manns Harbor CDP,Manns Harbor,CDP,
NC,Manteo town,90.7,18.1,43258,35.9082256,-75.6757302,Manteo town,Manteo,town,
NC,Marble CDP,47.6,30.2,(X),35.174265399999996,-83.92652059999999,Marble CDP,Marble,CDP,
NC,Marietta town,89.8,29.9,32500,34.368775299999996,-79.1222588,Marietta town,Marietta,town,
NC,Marion city,77.3,30.2,28992,35.6840131,-82.0092745,Marion city,Marion,city,
NC,Mar-Mac CDP,71.3,29.9,34945,35.3348849,-78.0558231,Mar-Mac CDP,Mar-Mac,CDP,
NC,Marshall town,89.3,21.5,30238,35.7973284,-82.6840251,Marshall town,Marshall,town,
NC,Marshallberg CDP,95,7.4,54091,34.7279403,-76.5157565,Marshallberg CDP,Marshallberg,CDP,
NC,Mars Hill town,93,22.5,44861,35.8264981,-82.54929990000001,Mars Hill town,Mars Hill,town,
NC,Marshville town,71.1,28.9,33974,34.988486,-80.3670085,Marshville town,Marshville,town,
NC,Marvin village,96.7,2.7,181452,34.9918154,-80.81479399999999,Marvin village,Marvin,village,
NC,Matthews town,94.4,6.1,73137,35.1168131,-80.7236804,Matthews town,Matthews,town,
NC,Maury CDP,64.6,48.3,36042,35.480756899999996,-77.5863875,Maury CDP,Maury,CDP,
NC,Maxton town,79.6,43.6,18971,34.7351614,-79.34893170000001,Maxton town,Maxton,town,
NC,Mayodan town,75.5,32.9,25772,36.4123597,-79.96698570000001,Mayodan town,Mayodan,town,
NC,Maysville town,83.5,23.5,24432,34.9048814,-77.2313436,Maysville town,Maysville,town,
NC,Mebane city,91.3,11.8,54430,36.095971500000005,-79.26696190000001,Mebane city,Mebane,city,
NC,Mesic town,86.8,23.7,31000,35.2004454,-76.6438169,Mesic town,Mesic,town,
NC,Micro town,90.2,8.6,37639,35.563770399999996,-78.2044405,Micro town,Micro,town,
NC,Middleburg town,70,55.2,(X),36.399589899999995,-78.3224959,Middleburg town,Middleburg,town,
NC,Middlesex town,76.1,23.8,33977,35.7901559,-78.2038842,Middlesex town,Middlesex,town,
NC,Midland town,88.7,8.6,53885,35.2273656,-80.5006219,Midland town,Midland,town,
NC,Midway town,83.8,10.2,56863,35.9534706,-80.2181042,Midway town,Midway,town,
NC,Millers Creek CDP,81.6,19.7,31619,36.18929779999999,-81.2375889,Millers Creek CDP,Millers Creek,CDP,
NC,Millingport CDP,82.7,17.4,46000,35.380559999999996,-80.30528000000001,Millingport CDP,Millingport,CDP,
NC,Mills River town,92.9,4.8,62059,35.3884479,-82.566789,Mills River town,Mills River,town,
NC,Milton town,86.7,23.3,28214,36.5390286,-79.208628,Milton town,Milton,town,
NC,Mineral Springs town,87.6,17.1,55219,34.9379274,-80.66867909999999,Mineral Springs town,Mineral Springs,town,
NC,Minnesott Beach town,97.2,6,61250,34.9687715,-76.81160329999999,Minnesott Beach town,Minnesott Beach,town,
NC,Mint Hill town,92,10.4,67477,35.1735404,-80.6570304,Mint Hill town,Mint Hill,town,
NC,Misenheimer village,86.3,17.3,27361,35.4848625,-80.28839040000001,Misenheimer village,Misenheimer,village,
NC,Mocksville town,77.5,20,37513,35.8940263,-80.5614494,Mocksville town,Mocksville,town,
NC,Momeyer town,76.6,20,34464,35.9612646,-78.0569327,Momeyer town,Momeyer,town,
NC,Moncure CDP,85.8,13.6,29271,35.6226831,-79.0783474,Moncure CDP,Moncure,CDP,
NC,Monroe city,75.1,24.6,42186,34.9854275,-80.54951120000001,Monroe city,Monroe,city,
NC,Montreat town,91.8,15.1,62188,35.6442841,-82.3028972,Montreat town,Montreat,town,
NC,Mooresboro town,77.2,10.3,31875,35.2987362,-81.6989863,Mooresboro town,Mooresboro,town,
NC,Mooresville town,92.4,10.3,63792,35.5859146,-80.80814129999999,Mooresville town,Mooresville,town,
NC,Moravian Falls CDP,86.4,20.3,33958,36.0967982,-81.18230720000001,Moravian Falls CDP,Moravian Falls,CDP,
NC,Morehead City town,88.2,23.6,39117,34.7229391,-76.7260436,Morehead City town,Morehead City,town,
NC,Morganton city,77.8,26.2,36906,35.7454071,-81.6848188,Morganton city,Morganton,city,
NC,Morrisville town,95,4.4,91206,35.823483,-78.8255621,Morrisville town,Morrisville,town,
NC,Morven town,56.5,40.2,22361,34.8640437,-80.0011724,Morven town,Morven,town,
NC,Mountain Home CDP,91.1,12,34688,35.369560799999995,-82.492898,Mountain Home CDP,Mountain Home,CDP,
NC,Mountain View CDP,86.2,5.4,46782,35.68318789999999,-81.3689756,Mountain View CDP,Mountain View,CDP,
NC,Mount Airy city,75.7,23.1,33058,36.499300700000006,-80.6072858,Mount Airy city,Mount Airy,city,
NC,Mount Gilead town,83.6,25.8,32273,35.214867100000006,-80.00227840000001,Mount Gilead town,Mount Gilead,town,
